nextReversalReturn,nextReversalPeriods
-0.01835294117647059,-0.7901988167074152
0.01699761715647339,-0.006197637778098375
0.006524644288970993,-0.7901988167074152
-0.03228352671876233,-0.006197637778098375
-0.006321932241854433,-0.7901988167074152
0.01811010946555055,0.7778035411512185
0.02628803245436105,-0.006197637778098375
9.495924665664319E-4,-0.7901988167074152
-0.01068874065739773,-0.7901988167074152
0.03114688128772636,0.7778035411512185
0.02234280242578998,-0.006197637778098375
0.006046329014526894,-0.7901988167074152
-0.01071343544163162,-0.006197637778098375
-0.007484076433121019,-0.7901988167074152
0.01588179519595449,-0.006197637778098375
0.01156569630212431,-0.7901988167074152
-0.007410327158060702,-0.7901988167074152
-0.01456848772763262,0.7778035411512185
-0.01829941631172109,-0.006197637778098375
-0.01355314258540065,-0.7901988167074152
0.01258517034068136,0.7778035411512185
-0.01003134796238245,-0.006197637778098375
-0.004648963832637302,-0.7901988167074152
0.04602705644534287,1.5618047200805354
0.03755687514459783,0.7778035411512185
0.03269880257906049,-0.006197637778098375
0.01424802110817942,-0.7901988167074152
-0.04580269607843137,-0.006197637778098375
-0.03156094527363184,-0.7901988167074152
0.04330803036356372,-0.006197637778098375
0.01256300891818534,-0.7901988167074152
-0.04149184149184149,-0.006197637778098375
-0.01939586645468998,-0.7901988167074152
0.02087832973362131,-0.006197637778098375
0.0188408111128852,-0.7901988167074152
-0.02194013477511362,-0.006197637778098375
-0.01187460417986067,-0.7901988167074152
0.02756812584412489,3.129807077939169
0.02642647408935799,2.3458058990098523
0.003024428072896472,1.5618047200805354
0.004426496854857498,0.7778035411512185
-0.006528919271833474,-0.006197637778098375
-0.005612362573998616,-0.7901988167074152
0.02237428878978933,-0.006197637778098375
0.01202526828525763,-0.7901988167074152
-0.02580353100950656,-0.7901988167074152
0.002160160469063416,0.7778035411512185
-0.01620720993638291,-0.006197637778098375
-0.01426620124449841,-0.7901988167074152
-0.00736874424316856,-0.006197637778098375
-0.009345794392523364,-0.7901988167074152
0.007540781779008926,-0.7901988167074152
-0.03458346142022748,1.5618047200805354
-0.02891156462585034,0.7778035411512185
-0.02355227361057132,-0.006197637778098375
-0.01705790297339593,-0.7901988167074152
0.02166064981949458,-0.006197637778098375
0.0100869025450031,-0.7901988167074152
-0.02239676491173497,-0.006197637778098375
-0.0114806951324998,-0.7901988167074152
0.01095178064922786,0.7778035411512185
0.005564263322884013,-0.006197637778098375
0.00793401413982718,-0.7901988167074152
-0.01157335001563966,-0.7901988167074152
0.01153238546603476,-0.7901988167074152
-0.005720554815453334,-0.7901988167074152
0.02180587262851295,-0.7901988167074152
-0.02833502458824448,0.7778035411512185
-0.02368627450980392,-0.006197637778098375
-0.01790927021696252,-0.7901988167074152
0.01935276640167028,-0.006197637778098375
0.0120385872598262,-0.7901988167074152
-0.05829383886255924,2.3458058990098523
-0.05710218285352736,1.5618047200805354
-0.05380952380952381,0.7778035411512185
-0.05147585328984008,-0.006197637778098375
-0.02733132087786571,-0.7901988167074152
0.107437328225202,3.9138082568684864
0.0786015574302401,3.129807077939169
0.05817284736590801,2.3458058990098523
