periodReturn,periodVolume,highLowSpread,closeToOpenReturn,openPIR,closePIR,1PeriodReversalReturn,1PeriodReversalPeriods
-0.007550400871798864,-0.14564312353258288,-0.3743484183729523,0.002179497158869775,0.7297297297297297,0.05405405405405406,-0.01353965183752418,-0.7901988167074143
-0.01254901960784314,0.9498254268459729,0.776714869982529,0.005882352941176471,0.9537037037037036,0.22839506172839505,0.005912432086928731,-0.7901988167074143
0.01040508339952343,-0.5935252096944673,-0.804962022649823,0.009690230341540904,0.45112781954887216,0.5187969924812029,0.01637903483541067,-0.0061976377780971585
-0.004087728952126405,-0.7938928601098189,-0.6807465598776488,1.57220344312554E-4,0.45270270270270274,0.08783783783783784,-0.010543580131209,-0.7901988167074143
-0.02612676612203015,0.11655240043361244,0.9423354870120945,-0.001183992422448496,0.9186046511627908,0.0,-0.03639487660106217,-0.0061976377780971585
0.006970335548711298,-0.06750567962307845,-0.018264091759386373,-0.005025125628140704,0.07017543859649124,0.7192982456140351,0.0133768352365416,-0.7901988167074143
-0.007968448164842242,-0.4631476426998933,-0.42403460348182204,0.002656149388280747,0.9273743016759776,0.1899441340782123,0.005301794453507341,-0.0061976377780971585
0.02531440162271805,-0.09133398666605035,0.0811082784583531,0.006490872210953347,0.020833333333333336,0.9875,0.03075040783034258,0.77780354115122
-0.01535174487615732,-0.341511411442313,-0.14247955453156053,-0.002215715755321674,0.8122065727699531,0.03286384976525822,-0.01628587240098031,-0.7901988167074143
-0.001446596479948565,-0.4154217315016517,-0.23357089389782154,0.003134292373221892,0.8514851485148515,0.5693069306930693,0.00934199837530463,-0.7901988167074143
0.008611670020120725,-0.8232104884055236,-0.7718378992439098,0.006277665995975855,0.6131386861313868,0.8248175182481751,0.01803411860276198,-0.0061976377780971585
0.01619853175869773,-0.5875656580368566,0.7270286848736593,-0.006782636450686243,0.04402515723270441,0.949685534591195,0.03452477660438668,0.77780354115122
-0.0105221829603455,-0.6895957563078952,-0.13419852368008206,0.002277188849627012,0.7757009345794391,0.014018691588785045,-0.01646893537308773,-0.7901988167074143
-0.003253710023014047,-0.5721371509631251,-0.7221517141350403,-0.001269740496785969,0.6153846153846154,0.4405594405594406,-0.01966906025600999,-0.0061976377780971585
